254,4376396;116,0376396;105,4486275
249,9589756;111,5589756;105,5031306
245,0386853;106,6386853;105,0270873
238,5945738;100,1945738;104,5542052
235,3633384;96,96333839;105,1336935
230,7184375;92,31843749;105,7100199
230,3696109;91,96961094;105,760074
229,3231313;90,92313128;105,8112411
230,1676587;91,76765872;105,8624082
265,6582979;127,2582979;105,397489
272,2860024;133,8860024;104,9346227
272,5063139;134,1063139;105,5007658
276,5453581;138,1453581;106,0626306
283,1179847;144,7179847;106,1115747
273,4059192;135,0059192;106,1605192
272,010613;133,610613;106,2083514
275,4254413;137,0254413;105,7534443
287,1753883;148,7753883;105,3017073
300,5225936;162,1225936;105,8500561
301,1651689;162,7651689;106,3941219
300,7061866;162,3061866;106,4375062
261,9475934;123,5475934;106,4797782
255,448404;117,048404;106,5209384
254,695673;116,295673;106,0693688
247,847657;109,447657;105,6198607
226,3899979;87,98999786;106,14374
223,7578117;85,35781166;106,6633316
220,630332;82,23033201;106,6922559
219,4934695;81,09346951;106,7189552
221,6602598;83,26025982;106,7423174
230,8579396;92,45793963;106,2851843
245,0035037;106,6035037;105,8401319
264,8358674;126,4358674;106,3295279
312,5517416;174,1517416;106,8112947
310,1148963;171,7148963;106,8146326
309,6899664;171,2899664;106,814633
310,9812025;172,5812025;106,8090709
309,0808177;170,6808177;106,3330232
305,497746;167,097746;105,8568206
303,5665142;165,1665142;106,2994948
305,0888623;166,6888623;106,7345353
309,4092519;171,0092519;106,7033858
320,084855;181,684855;106,6666736
312,8485914;174,4485914;106,624399
303,8187591;165,4187591;106,1260983
259,1098149;120,7098149;105,6254216
247,8317546;109,4317546;106,0213732
244,9371859;106,5371859;106,4074619
242,9505189;104,5505189;106,3407121
239,1533218;100,7533218;106,271737
235,2240826;96,8240826;106,1960869
230,9356214;92,53562137;105,6799831
228,1656586;89,76565858;105,1637326
227,151567;88,75156697;105,5174118
229,552108;91,15210796;105,8656737
233,3330062;94,9330062;105,7766736
237,406442;99,00644203;105,6865612
277,8820225;139,4820225;105,5931113
278,6821639;140,2821639;105,07478
277,9068573;139,5068573;104,5741074
280,4753096;142,0753096;104,9066526
283,8555642;145,4555642;105,237114
278,5164545;140,1164545;105,1470024
276,6210557;138,2210557;105,0580033
279,4033469;141,0033469;104,9701173
287,5932739;149,1932739;104,4718096
299,5749296;161,1749296;103,9800391
300,6011375;162,2011375;104,3148137
295,0498881;156,6498881;104,6497256
256,1382985;117,7382985;104,577416
247,9401644;109,5401644;104,5095568
246,1872482;107,7872482;104,4450356
239,8233401;101,4233401;103,9845524
230,0253742;91,62537421;103,5328358
226,0276383;87,62763835;103,8809659
220,2352817;81,83528169;104,2303413
216,1595188;77,75951884;104,1869592
217,94496;79,54496;104,1480276
227,5376901;89,13769013;104,1113213
247,6135761;109,2135761;103,6920005
269,6952147;131,2952147;103,2792255
318,8405773;180,4405773;103,6418231
317,3947831;178,9947831;104,003437
315,0539734;176,6539734;103,9845323
317,1056242;178,7056242;103,9667403
314,7051468;176,3051468;103,9500613
312,3597472;173,9597472;103,5607769
309,7251888;171,3251888;103,1758176
310,4916893;172,0916893;103,5384197
315,0861021;176,6861021;103,8944711
330,7603478;192,3603478;103,8510921
322,5216154;184,1216154;103,835526
315,4624676;177,0624676;103,8177351
262,9986629;124,5986629;103,4362362
251,5470544;113,1470544;103,0557285
249,4357358;111,0357358;103,3916338
238,0116663;99,61166628;103,7198711
230,8065621;92,40656209;103,6853923
229,6572704;91,2572704;103,6464633
226,0074431;87,60744313;103,6030842
224,3073727;85,90737268;103,2037817
225,9817401;87,58174012;102,8032497
234,2654527;95,86545272;103,0924314
244,8734517;106,4734517;103,3706034
263,2951654;124,8951654;103,2982983
318,0226709;179,6226709;103,2182054
321,1180475;182,7180475;103,1336621
318,1364985;179,7364985;102,7054302
316,8550199;178,4550199;102,2748602
313,9615955;175,5615955;102,5050805
307,1833448;168,7833448;102,7265118
305,2776503;166,8776503;102,6097049
308,9201339;170,5201339;102,4862226
315,5698695;177,1698695;102,3571775
334,4799403;196,0799403;101,8989032
332,5779177;194,1779177;101,4394083
324,5328759;186,1328759;101,6173421
269,6988865;131,2988865;101,7875952
260,6293962;122,2293962;101,6340742
256,4141027;118,0141027;101,4761031
246,7093809;108,3093809;101,3392663
247,0618793;108,6618793;100,8643007
242,2223699;103,8223699;100,3892308
239,8576931;101,4576931;100,5315665
237,4122354;99,01223539;100,6684423
233,9863915;95,58639148;100,4960081
236,1270849;97,72708494;100,3235735
238,770823;100,370823;100,1500267
244,4842347;106,0842347;99,67839531
255,0261402;116,6261402;99,21111419
266,1041371;127,7041371;99,33676496
266,5153853;128,1153853;99,45917696
266,3574953;127,9574953;99,28896765
262,9500107;124,5500107;99,11987097
