Zeit,Bodentemp,Lufttemp,Lastgang
4185,"19,9","16,9","600,0"
4186,"19,8","17,5","600,0"
4187,"19,8","18,7","600,0"
4188,"19,8","18,5","600,0"
4189,"19,8","19,3","600,0"
4190,"19,8","20,2","600,0"
4191,"19,8","20,7","600,0"
4192,"19,8","20,3","600,0"
4193,"19,7","18,3","600,0"
4194,"19,7","18,3","600,0"
4195,"19,7","17,7","600,0"
4196,"19,7","16,9","600,0"
4197,"19,7","16,2","600,0"
4198,"19,7","15,4","600,0"
4199,"19,7","14,7","600,0"
4200,"19,6","14,3","600,0"
4201,"19,6","14,2","600,0"
4202,"19,6","14,1","600,0"
4203,"19,6",14,"600,0"
4204,"19,6","13,9","600,0"
4205,"19,6","13,9","600,0"
4206,"19,6","14,1","600,0"
4207,"19,6","14,6","600,0"
4208,"19,6","15,1","600,0"
4209,"19,6","15,5","600,0"
4210,"19,5","17,6","600,0"
4211,"19,5","18,6","600,0"
4212,"19,5","18,8","600,0"
4213,"19,5","18,8","600,0"
4214,"19,5","20,7","600,0"
4215,"19,5","21,8","600,0"
4216,"19,5","22,7","600,0"
4217,"19,5","22,3","600,0"
4218,"19,5","22,1","600,0"
4219,"19,5","21,1","600,0"
4220,"19,5","20,3","600,0"
4221,"19,5","18,7","600,0"
4222,"19,5","17,4","600,0"
4223,"19,5","16,6","600,0"
4224,"19,5","16,5","600,0"
4225,"19,4","16,7","600,0"
4226,"19,4","16,3","600,0"
4227,"19,4","15,6","600,0"
4228,"19,4","15,1","600,0"
4229,"19,4","15,6","600,0"
4230,"19,4","16,3","600,0"
4231,"19,4",16,"600,0"
4232,"19,4","17,1","600,0"
4233,"19,4","17,9","600,0"
4234,"19,4",19,"600,0"
4235,"19,5","18,8","600,0"
4236,"19,5","19,7","600,0"
4237,"19,5","20,1","600,0"
4238,"19,5","20,8","600,0"
4239,"19,5","20,8","600,0"
4240,"19,5","21,8","600,0"
4241,"19,5","22,2","600,0"
4242,"19,5","21,8","600,0"
4243,"19,5","22,5","600,0"
4244,"19,5","20,9","600,0"
4245,"19,5","19,7","600,0"
4246,"19,5","17,8","600,0"
4247,"19,5","16,6","600,0"
4248,"19,5","16,3","600,0"
4249,"19,5","14,9","600,0"
4250,"19,5","14,2","600,0"
4251,"19,5","14,4","600,0"
4252,"19,5","14,1","600,0"
4253,"19,5","14,1","600,0"
4254,"19,5","15,5","600,0"
4255,"19,5","17,9","600,0"
4256,"19,5","19,2","600,0"
4257,"19,5","21,5","600,0"
4258,"19,5","22,3","600,0"
4259,"19,5","22,8","600,0"
4260,"19,5",24,"600,0"
4261,"19,5","24,2","600,0"
4262,"19,5","24,5","600,0"
4263,"19,5","24,4","600,0"
4264,"19,5","24,6","600,0"
4265,"19,5","22,7","600,0"
4266,"19,5","22,8","600,0"
4267,"19,5",22,"600,0"
4268,"19,5","20,9","600,0"
4269,"19,5","19,6","600,0"
4270,"19,5","18,1","600,0"
4271,"19,5","16,9","600,0"
4272,"19,5","15,9","600,0"
4273,"19,5","15,4","600,0"
4274,"19,5","14,5","600,0"
4275,"19,5","13,3","600,0"
4276,"19,5","13,2","600,0"
4277,"19,5","13,2","600,0"
4278,"19,5",15,"600,0"
4279,"19,5","17,6","600,0"
4280,"19,5","19,7","600,0"
4281,"19,5","21,5","600,0"
4282,"19,5","23,7","600,0"
4283,"19,6","23,5","600,0"
4284,"19,6","23,6","600,0"
4285,"19,6","25,2","600,0"
4286,"19,6","24,5","600,0"
4287,"19,6",25,"600,0"
4288,"19,6","24,9","600,0"
4289,"19,6","22,9","600,0"
4290,"19,6","19,1","600,0"
4291,"19,6","18,6","600,0"
4292,"19,6","17,9","600,0"
4293,"19,6","17,8","600,0"
4294,"19,6","17,8","600,0"
4295,"19,6","18,4","600,0"
4296,"19,6","18,2","600,0"
4297,"19,6","18,2","600,0"
4298,"19,6","18,2","600,0"
4299,"19,6","18,2","600,0"
4300,"19,6","18,3","600,0"
4301,"19,6","18,8","600,0"
4302,"19,6","19,1","600,0"
4303,"19,6","19,3","600,0"
4304,"19,6","20,2","600,0"
4305,"19,6","21,3","600,0"
4306,"19,6",23,"600,0"
4307,"19,7","25,3","600,0"
4308,"19,7","27,2","600,0"
4309,"19,7",28,"600,0"
4310,"19,7","28,5","600,0"
4311,"19,7","28,5","600,0"
4312,"19,7","29,4","600,0"
4313,"19,7","28,9","600,0"
4314,"19,7","28,1","600,0"
4315,"19,7","27,7","600,0"
4316,"19,7","26,5","600,0"
4317,"19,7","24,5","600,0"
4318,"19,7","23,6","600,0"
4319,"19,7","21,6","600,0"
4320,"19,7","20,2","600,0"
4321,"19,7","19,4","600,0"
4322,"19,7","18,5","600,0"
4323,"19,7","17,9","600,0"
4324,"19,7","16,9","600,0"
4325,"19,7","16,3","600,0"
4326,"19,7","17,8","600,0"
4327,"19,7","19,5","600,0"
4328,"19,7","21,6","600,0"
4329,"19,7","22,9","600,0"
4330,"19,7","23,4","600,0"
4331,"19,8","24,4","600,0"
4332,"19,8","25,4","600,0"
4333,"19,8","25,1","600,0"
4334,"19,8","25,9","600,0"
4335,"19,8","26,5","600,0"
4336,"19,8","25,9","600,0"
4337,"19,8",26,"600,0"
4338,"19,8",25,"600,0"
4339,"19,8","23,5","600,0"
4340,"19,8","21,7","600,0"
4341,"19,8","19,5","600,0"
4342,"19,8","17,9","600,0"
4343,"19,9","16,8","600,0"
4344,"19,9","15,7","600,0"
4345,"19,9","14,8","600,0"
4346,"19,9",14,"600,0"
4347,"19,9","13,5","600,0"
4348,"19,9","12,5","600,0"
4349,"19,9","11,5","600,0"
4350,"19,9",13,"600,0"
4351,"19,9","15,6","600,0"
4352,"20,0","18,1","600,0"
4353,"20,0","19,7","600,0"
4354,"20,0","21,1","600,0"
4355,"20,0",22,"600,0"
4356,"20,0","23,2","600,0"
4357,"20,0","23,3","600,0"
4358,"20,0","24,4","600,0"
4359,"20,1","24,9","600,0"
4360,"20,1","24,8","600,0"
4361,"20,1","24,5","600,0"
4362,"20,1",24,"600,0"
4363,"20,1",23,"600,0"
4364,"20,1","21,3","600,0"
4365,"20,1","19,2","600,0"
4366,"20,1","17,8","600,0"
4367,"20,1","16,4","600,0"
4368,"20,1","15,5","600,0"
4369,"20,1","14,2","600,0"
4370,"20,1","13,5","600,0"
4371,"20,1","12,4","600,0"
4372,"20,1","11,7","600,0"
4373,"20,2","10,7","600,0"
4374,"20,2","12,8","600,0"
4375,"20,2","15,3","600,0"
4376,"20,2","18,1","600,0"
4377,"20,2","19,6","600,0"
4378,"20,2","20,8","600,0"
4379,"20,2","21,9","600,0"
4380,"20,2","22,9","600,0"
4381,"20,2","23,9","600,0"
4382,"20,2","25,2","600,0"
4383,"20,2",26,"600,0"
4384,"20,2","25,7","600,0"
4385,"20,3",26,"600,0"
4386,"20,3","25,4","600,0"
4387,"20,3","24,8","600,0"
4388,"20,3","22,9","600,0"
4389,"20,3",21,"600,0"
4390,"20,3","18,8","600,0"
4391,"20,3","17,4","600,0"
4392,"20,3","15,8","600,0"
4393,"20,3","14,9","600,0"
4394,"20,3","14,1","600,0"
4395,"20,3","13,2","600,0"
4396,"20,3","11,7","600,0"
4397,"20,3","11,9","600,0"
4398,"20,3","14,2","600,0"
4399,"20,3","16,8","600,0"
4400,"20,3","19,7","600,0"
4401,"20,3",22,"600,0"
4402,"20,4",24,"600,0"
4403,"20,4","25,7","600,0"
4404,"20,4","26,6","600,0"
4405,"20,4","26,7","600,0"
4406,"20,4","28,1","600,0"
4407,"20,4","27,7","600,0"
4408,"20,4","29,2","600,0"
4409,"20,4","29,2","600,0"
4410,"20,4","28,3","600,0"
4411,"20,4","26,4","600,0"
4412,"20,4","24,8","600,0"
4413,"20,4","23,2","600,0"
4414,"20,4","21,5","600,0"
4415,"20,4","19,8","600,0"
4416,"20,4","17,2","600,0"
4417,"20,5","16,2","600,0"
4418,"20,5","15,4","600,0"
4419,"20,5","14,7","600,0"
4420,"20,5",14,"600,0"
4421,"20,5","13,2","600,0"
4422,"20,5","14,9","600,0"
4423,"20,5","15,4","600,0"
4424,"20,5","18,6","600,0"
4425,"20,5","22,1","600,0"
4426,"20,5","25,4","600,0"
4427,"20,6","27,1","600,0"
4428,"20,6","29,1","600,0"
4429,"20,6","30,5","600,0"
4430,"20,6",31,"600,0"
4431,"20,6","30,5","600,0"
4432,"20,6",29,"600,0"
4433,"20,6",24,"600,0"
4434,"20,6","25,1","600,0"
4435,"20,6","24,9","600,0"
4436,"20,6","23,6","600,0"
4437,"20,7","21,3","600,0"
4438,"20,7","20,4","600,0"
4439,"20,7","19,5","600,0"
4440,"20,7","17,7","600,0"
4441,"20,7","16,8","600,0"
4442,"20,7","15,8","600,0"
4443,"20,7","15,4","600,0"
4444,"20,7","15,2","600,0"
4445,"20,7","15,1","600,0"
4446,"20,7","16,6","600,0"
4447,"20,8","17,9","600,0"
4448,"20,8","21,1","600,0"
4449,"20,8","23,8","600,0"
4450,"20,8","25,3","600,0"
4451,"20,8","25,9","600,0"
4452,"20,8","27,6","600,0"
4453,"20,8","27,8","600,0"
4454,"20,8","28,2","600,0"
4455,"20,8","22,9","600,0"
4456,"20,9","20,9","600,0"
4457,"20,9","19,6","600,0"
4458,"20,9","19,5","600,0"
4459,"20,9","19,6","600,0"
4460,"20,9","18,8","600,0"
4461,"20,9","18,3","600,0"
4462,"20,9","18,4","600,0"
4463,"20,9","17,8","600,0"
4464,"20,9","17,7","600,0"
4465,"20,9","17,7","600,0"
4466,"20,9",18,"600,0"
4467,"20,9","17,1","600,0"
4468,"20,9","17,1","600,0"
4469,"20,9",17,"600,0"
4470,"20,9","16,8","600,0"
4471,"21,0","17,2","600,0"
4472,"21,0","18,4","600,0"
4473,"21,0","19,8","600,0"
4474,"21,0","21,4","600,0"
4475,"21,0","21,8","600,0"
4476,"21,0","23,7","600,0"
4477,"21,0","24,9","600,0"
4478,"21,0",27,"600,0"
4479,"21,0","26,4","600,0"
4480,"21,0","27,2","600,0"
4481,"21,0","25,3","600,0"
4482,"21,0","27,3","600,0"
4483,"21,0",25,"600,0"
4484,"21,0",23,"600,0"
4485,"21,0","21,7","600,0"
4486,"21,0","20,2","600,0"
4487,"21,0","18,6","600,0"
4488,"21,0","18,1","600,0"
4489,"21,0","17,5","600,0"
4490,"21,0","16,1","600,0"
4491,"21,0","15,3","600,0"
4492,"21,0","14,7","600,0"
4493,"21,0","14,4","600,0"
4494,"21,0",14,"600,0"
4495,"21,0","15,4","600,0"
4496,"21,0","17,1","600,0"
4497,"21,0","19,5","600,0"
4498,"21,0","21,9","600,0"
4499,"21,0","24,1","600,0"
4500,"21,0","25,3","600,0"
4501,"21,0","26,1","600,0"
4502,"21,0","26,5","600,0"
4503,"21,0",27,"600,0"
4504,"21,0","26,2","600,0"
4505,"21,0","27,2","600,0"
4506,"21,0","26,2","600,0"
4507,"21,0","25,7","600,0"
4508,"21,0","24,5","600,0"
4509,"21,0",23,"600,0"
4510,"21,0","20,9","600,0"
4511,"21,0","19,9","600,0"
4512,"21,0","18,8","600,0"
4513,"21,0","17,2","600,0"
4514,"21,0","16,4","600,0"
4515,"21,1","15,6","600,0"
4516,"21,1","14,7","600,0"
4517,"21,1","14,5","600,0"
4518,"21,1","15,6","600,0"
4519,"21,1","17,5","600,0"
4520,"21,1","18,8","600,0"
4521,"21,1",22,"600,0"
4522,"21,1","22,1","600,0"
4523,"21,1","23,3","600,0"
4524,"21,1","24,9","600,0"
4525,"21,1","25,1","600,0"
4526,"21,1","25,8","600,0"
4527,"21,1","26,2","600,0"
4528,"21,1","27,6","600,0"
4529,"21,1","26,9","600,0"
4530,"21,1","26,6","600,0"
4531,"21,1",26,"600,0"
4532,"21,2","24,4","600,0"
4533,"21,2","22,9","600,0"
4534,"21,2","21,5","600,0"
4535,"21,2","20,7","600,0"
4536,"21,2","19,6","600,0"
4537,"21,2","18,8","600,0"
4538,"21,2","17,8","600,0"
4539,"21,2",17,"600,0"
4540,"21,2","16,5","600,0"
4541,"21,2","16,2","600,0"
4542,"21,2","16,5","600,0"
4543,"21,2","18,4","600,0"
4544,"21,2","20,3","600,0"
4545,"21,2","22,2","600,0"
4546,"21,3","22,7","600,0"
4547,"21,3","23,2","600,0"
4548,"21,3","25,1","600,0"
4549,"21,3","26,2","600,0"
4550,"21,3","27,5","600,0"
4551,"21,3","27,6","600,0"
4552,"21,3","26,2","600,0"
4553,"21,3",26,"600,0"
4554,"21,3","26,1","600,0"
4555,"21,3","24,5","600,0"
4556,"21,3",23,"600,0"
4557,"21,3","21,3","600,0"
4558,"21,3","20,1","600,0"
4559,"21,3","19,6","600,0"
4560,"21,3",19,"600,0"
4561,"21,3","18,7","600,0"
4562,"21,4","17,6","600,0"
4563,"21,4","17,5","600,0"
4564,"21,4","17,2","600,0"
4565,"21,4","17,1","600,0"
4566,"21,4","17,3","600,0"
4567,"21,4",18,"600,0"
4568,"21,4","17,4","600,0"
4569,"21,4","17,3","600,0"
4570,"21,4","16,8","600,0"
4571,"21,4",16,"600,0"
4572,"21,5","16,9","600,0"
4573,"21,5","18,3","600,0"
4574,"21,5","19,6","600,0"
4575,"21,5","19,6","600,0"
4576,"21,5","20,3","600,0"
4577,"21,5","19,3","600,0"
4578,"21,5","19,2","600,0"
4579,"21,5","18,4","600,0"
4580,"21,5","18,1","600,0"
4581,"21,5","16,9","600,0"
4582,"21,5","16,1","600,0"
4583,"21,5","15,7","600,0"
4584,"21,5","15,3","600,0"
4585,"21,5","13,3","600,0"
4586,"21,5",13,"600,0"
4587,"21,5","12,6","600,0"
4588,"21,5","12,5","600,0"
4589,"21,5","12,2","600,0"
4590,"21,5","12,7","600,0"
4591,"21,5","13,2","600,0"
4592,"21,5","13,9","600,0"
4593,"21,5","13,3","600,0"
4594,"21,5","13,2","600,0"
4595,"21,5","16,6","600,0"
4596,"21,5","16,6","600,0"
4597,"21,5","17,1","600,0"
4598,"21,5","19,7","600,0"
4599,"21,5","17,3","600,0"
4600,"21,5","16,9","600,0"
4601,"21,5","15,8","600,0"
4602,"21,4","16,1","600,0"
4603,"21,4","16,4","600,0"
4604,"21,4","15,9","600,0"
4605,"21,4","15,2","600,0"
4606,"21,4","14,7","600,0"
4607,"21,4","14,3","600,0"
4608,"21,4","14,2","600,0"
4609,"21,4","14,3","600,0"
4610,"21,3","14,3","600,0"
4611,"21,3","14,1","600,0"
4612,"21,3","13,4","600,0"
4613,"21,3","13,2","600,0"
4614,"21,3","13,4","600,0"
4615,"21,3","15,3","600,0"
4616,"21,3","17,5","600,0"
4617,"21,3","18,8","600,0"
4618,"21,3","19,7","600,0"
4619,"21,2","20,8","600,0"
4620,"21,2","21,9","600,0"
4621,"21,2","22,1","600,0"
4622,"21,2","22,5","600,0"
4623,"21,2","24,6","600,0"
4624,"21,2","23,4","600,0"
4625,"21,1","24,8","600,0"
4626,"21,1",25,"600,0"
4627,"21,1","23,8","600,0"
4628,"21,1","22,3","600,0"
4629,"21,1",21,"600,0"
4630,"21,1","20,3","600,0"
4631,"21,1","19,5","600,0"
4632,"21,1","19,1","600,0"
4633,"21,0","17,7","600,0"
4634,"21,0","16,7","600,0"
4635,"21,0","15,7","600,0"
4636,"21,0","14,9","600,0"
4637,"21,0","14,9","600,0"
4638,"21,0","15,1","600,0"
4639,"21,0","17,9","600,0"
4640,"21,0","20,3","600,0"
4641,"21,0","22,2","600,0"
4642,"21,0","24,2","600,0"
4643,"21,0","25,5","600,0"
4644,"21,0","26,7","600,0"
4645,"21,0","27,6","600,0"
4646,"21,0","27,1","600,0"
4647,"21,0","26,8","600,0"
4648,"21,0","28,5","600,0"
4649,"21,0","27,8","600,0"
4650,"21,0","27,7","600,0"
4651,"21,0",26,"600,0"
4652,"21,0",25,"600,0"
4653,"21,0",23,"600,0"
4654,"21,0","21,5","600,0"
4655,"21,0","20,4","600,0"
4656,"21,0","20,3","600,0"
4657,"21,1","19,6","600,0"
4658,"21,1","18,4","600,0"
4659,"21,1","17,4","600,0"
4660,"21,1","17,1","600,0"
4661,"21,1","16,3","600,0"
4662,"21,1","17,4","600,0"
4663,"21,1","19,3","600,0"
4664,"21,1",22,"600,0"
4665,"21,1","22,7","600,0"
4666,"21,1","22,8","600,0"
4667,"21,2","26,3","600,0"
4668,"21,2","26,3","600,0"
4669,"21,2","26,9","600,0"
4670,"21,2","29,2","600,0"
4671,"21,2",29,"600,0"
4672,"21,2","29,2","600,0"
4673,"21,2",28,"600,0"
4674,"21,2",29,"600,0"
4675,"21,2","27,9","600,0"
4676,"21,2","25,7","600,0"
4677,"21,2","23,6","600,0"
4678,"21,3","22,9","600,0"
4679,"21,3","21,1","600,0"
4680,"21,3","19,9","600,0"
4681,"21,3","19,2","600,0"
4682,"21,3","18,8","600,0"
4683,"21,3","17,9","600,0"
4684,"21,3","17,1","600,0"
4685,"21,3","16,4","600,0"
4686,"21,3","17,7","600,0"
4687,"21,3","18,9","600,0"
4688,"21,4","21,7","600,0"
4689,"21,4","23,3","600,0"
4690,"21,4","25,6","600,0"
4691,"21,4","27,5","600,0"
4692,"21,4","28,9","600,0"
4693,"21,4","28,9","600,0"
4694,"21,4",27,"600,0"
4695,"21,4","27,3","600,0"
4696,"21,5","25,1","600,0"
4697,"21,5","22,8","600,0"
4698,"21,5","21,7","600,0"
4699,"21,5","21,7","600,0"
4700,"21,5","21,1","600,0"
4701,"21,5","20,4","600,0"
4702,"21,5","18,9","600,0"
4703,"21,5","17,8","600,0"
4704,"21,5","17,8","600,0"
4705,"21,5","17,7","600,0"
4706,"21,5","17,8","600,0"
4707,"21,6","17,6","600,0"
4708,"21,6","16,9","600,0"
4709,"21,6","16,2","600,0"
4710,"21,6","16,6","600,0"
4711,"21,6","17,8","600,0"
4712,"21,6","18,8","600,0"
4713,"21,6","18,7","600,0"
4714,"21,6","19,6","600,0"
4715,"21,6",20,"600,0"
4716,"21,6","23,3","600,0"
4717,"21,7",24,"600,0"
4718,"21,7","26,6","600,0"
4719,"21,7","26,8","600,0"
4720,"21,7","27,2","600,0"
4721,"21,7","27,3","600,0"
4722,"21,7","19,6","600,0"
4723,"21,7","22,6","600,0"
4724,"21,7","21,8","600,0"
4725,"21,7",20,"600,0"
4726,"21,7","19,1","600,0"
4727,"21,7","17,7","600,0"
4728,"21,7","16,3","600,0"
4729,"21,7","15,3","600,0"
4730,"21,7","15,1","600,0"
4731,"21,7","14,6","600,0"
4732,"21,7","14,1","600,0"
4733,"21,7","13,3","600,0"
4734,"21,7",14,"600,0"
4735,"21,7","16,3","600,0"
4736,"21,7",20,"600,0"
4737,"21,7","23,3","600,0"
4738,"21,7","26,5","600,0"
4739,"21,7","27,9","600,0"
4740,"21,7","29,2","600,0"
4741,"21,7","29,2","600,0"
4742,"21,7","30,6","600,0"
4743,"21,7","29,6","600,0"
4744,"21,7","27,7","600,0"
4745,"21,7","27,6","600,0"
4746,"21,7","29,1","600,0"
4747,"21,7",28,"600,0"
4748,"21,7","25,2","600,0"
4749,"21,7","23,9","600,0"
4750,"21,7","22,8","600,0"
4751,"21,7","21,8","600,0"
4752,"21,7","20,9","600,0"
4753,"21,7","20,4","600,0"
4754,"21,8","19,5","600,0"
4755,"21,8","18,8","600,0"
4756,"21,8","17,9","600,0"
4757,"21,8","17,6","600,0"
4758,"21,8","18,5","600,0"
4759,"21,8","20,2","600,0"
4760,"21,8","20,7","600,0"
4761,"21,8","22,3","600,0"
4762,"21,8","24,2","600,0"
4763,"21,8","24,6","600,0"
4764,"21,8","25,8","600,0"
4765,"21,8","27,2","600,0"
4766,"21,8","27,1","600,0"
4767,"21,8","27,9","600,0"
4768,"21,8","27,8","600,0"
4769,"21,8","28,8","600,0"
4770,"21,8","27,1","600,0"
4771,"21,9","26,9","600,0"
4772,"21,9","25,3","600,0"
4773,"21,9","22,9","600,0"
4774,"21,9","21,6","600,0"
4775,"21,9","20,1","600,0"
4776,"21,9","19,2","600,0"
4777,"21,9",18,"600,0"
4778,"21,9","17,4","600,0"
4779,"21,9","16,3","600,0"
4780,"21,9","15,6","600,0"
4781,"21,9","15,2","600,0"
4782,"21,9","16,4","600,0"
4783,"21,9","18,7","600,0"
4784,"21,9","20,9","600,0"
4785,"21,9","23,1","600,0"
4786,"22,0",24,"600,0"
4787,"22,0","25,1","600,0"
4788,"22,0","26,7","600,0"
4789,"22,0","26,8","600,0"
4790,"22,0","27,9","600,0"
4791,"22,0","28,6","600,0"
4792,"22,0","27,9","600,0"
4793,"22,0","28,7","600,0"
4794,"22,0","27,3","600,0"
4795,"22,0","26,9","600,0"
4796,"22,0","24,8","600,0"
4797,"22,0","22,9","600,0"
4798,"22,0","21,6","600,0"
4799,"22,0","19,8","600,0"
4800,"22,0",19,"600,0"
4801,"22,0",18,"600,0"
4802,"22,1","16,8","600,0"
4803,"22,1","15,8","600,0"
4804,"22,1",15,"600,0"
4805,"22,1","14,6","600,0"
4806,"22,1","16,1","600,0"
4807,"22,1","17,2","600,0"
4808,"22,1","18,4","600,0"
4809,"22,1","22,6","600,0"
4810,"22,1","24,9","600,0"
4811,"22,2","26,6","600,0"
4812,"22,2","28,5","600,0"
4813,"22,2","28,8","600,0"
4814,"22,2","29,5","600,0"
4815,"22,2","30,7","600,0"
4816,"22,2","30,6","600,0"
4817,"22,2","30,6","600,0"
4818,"22,2","29,8","600,0"
4819,"22,2","28,3","600,0"
4820,"22,2","26,9","600,0"
4821,"22,2","25,3","600,0"
4822,"22,2","24,4","600,0"
4823,"22,2",23,"600,0"
4824,"22,2","21,6","600,0"
4825,"22,2","19,7","600,0"
4826,"22,3","18,9","600,0"
4827,"22,3","18,2","600,0"
4828,"22,3","18,3","600,0"
4829,"22,3","17,9","600,0"
4830,"22,3","17,8","600,0"
4831,"22,3",19,"600,0"
4832,"22,3","19,1","600,0"
4833,"22,3","19,8","600,0"
4834,"22,3","21,1","600,0"
4835,"22,4","21,7","600,0"
4836,"22,4","21,9","600,0"
4837,"22,4","20,3","600,0"
4838,"22,4","18,7","600,0"
4839,"22,4","18,3","600,0"
4840,"22,4","19,4","600,0"
4841,"22,4","19,8","600,0"
4842,"22,4","20,1","600,0"
4843,"22,4","19,9","600,0"
4844,"22,4","19,1","600,0"
4845,"22,4","18,7","600,0"
4846,"22,4","18,7","600,0"
4847,"22,4","18,7","600,0"
4848,"22,4","18,5","600,0"
4849,"22,5","18,5","600,0"
4850,"22,5","18,2","600,0"
4851,"22,4","18,1","600,0"
4852,"22,4","17,9","600,0"
4853,"22,4","17,5","600,0"
4854,"22,4","16,9","600,0"
4855,"22,4",17,"600,0"
4856,"22,4","17,7","600,0"
4857,"22,4","18,6","600,0"
4858,"22,4",19,"600,0"
4859,"22,4","19,4","600,0"
4860,"22,4","19,8","600,0"
4861,"22,4","20,8","600,0"
4862,"22,4","21,1","600,0"
4863,"22,4","22,5","600,0"
4864,"22,4","21,5","600,0"
4865,"22,4",22,"600,0"
4866,"22,3","21,5","600,0"
4867,"22,3","20,9","600,0"
4868,"22,3","20,8","600,0"
4869,"22,3","20,3","600,0"
4870,"22,3","19,8","600,0"
4871,"22,3","19,4","600,0"
4872,"22,3","19,3","600,0"
4873,"22,3","18,9","600,0"
4874,"22,2","18,7","600,0"
4875,"22,2","18,5","600,0"
4876,"22,2","18,3","600,0"
4877,"22,2","18,1","600,0"
4878,"22,2",18,"600,0"
4879,"22,2","18,8","600,0"
4880,"22,2","20,1","600,0"
4881,"22,2","21,9","600,0"
4882,"22,1",24,"600,0"
4883,"22,1",26,"600,0"
4884,"22,1","27,5","600,0"
4885,"22,1","27,3","600,0"
4886,"22,1","27,9","600,0"
4887,"22,1",27,"600,0"
4888,"22,1","27,3","600,0"
4889,"22,1","28,3","600,0"
4890,"22,0","28,3","600,0"
4891,"22,0","27,5","600,0"
4892,"22,0","26,1","600,0"
4893,"22,0","24,1","600,0"
4894,"22,0","22,1","600,0"
4895,"22,0","21,1","600,0"
4896,"22,0","19,5","600,0"
4897,"22,0","18,7","600,0"
4898,"22,0","18,6","600,0"
4899,"22,0","17,5","600,0"
4900,"22,0",16,"600,0"
4901,"22,0","15,8","600,0"
4902,"22,0","17,1","600,0"
4903,"22,0","18,7","600,0"
4904,"21,9","21,2","600,0"
4905,"21,9","23,4","600,0"
4906,"21,9","25,3","600,0"
4907,"21,9","27,9","600,0"
4908,"21,9","29,3","600,0"
4909,"21,9","29,7","600,0"
4910,"21,9","30,3","600,0"
4911,"21,9","30,3","600,0"
4912,"21,9","31,1","600,0"
4913,"21,9","31,7","600,0"
4914,"21,9","31,3","600,0"
4915,"21,9","29,9","600,0"
4916,"21,9","28,2","600,0"
4917,"21,9","25,2","600,0"
4918,"21,9",23,"600,0"
4919,"21,9","22,8","600,0"
4920,"21,9","21,4","600,0"
4921,"21,9","20,2","600,0"
4922,"21,9","19,5","600,0"
4923,"21,9","18,8","600,0"
4924,"21,9","18,2","600,0"
4925,"21,9","17,5","600,0"
4926,"21,9","17,7","600,0"
4927,"21,9","20,5","600,0"
4928,"21,9","21,3","600,0"
4929,"21,9","24,4","600,0"
4930,"22,0","27,4","600,0"
4931,"22,0",30,"600,0"
4932,"22,0","31,1","600,0"
4933,"22,0","32,3","600,0"
4934,"22,0",33,"600,0"
4935,"22,0","33,4","600,0"
4936,"22,0","31,4","600,0"
4937,"22,0","31,5","600,0"
4938,"22,0","31,6","600,0"
4939,"22,1","30,8","600,0"
4940,"22,1","29,1","600,0"
4941,"22,1","27,1","600,0"
4942,"22,1","25,8","600,0"
4943,"22,1","24,2","600,0"
4944,"22,1","23,4","600,0"
4945,"22,1",22,"600,0"
4946,"22,1","21,2","600,0"
4947,"22,1","20,5","600,0"
4948,"22,2","19,6","600,0"
4949,"22,2","19,2","600,0"
4950,"22,2","20,8","600,0"
4951,"22,2","22,3","600,0"
4952,"22,2","23,5","600,0"
4953,"22,3","26,2","600,0"
4954,"22,3","29,3","600,0"
4955,"22,3","30,1","600,0"
4956,"22,3","31,3","600,0"
4957,"22,3","31,7","600,0"
4958,"22,4","32,4","600,0"
4959,"22,4","30,4","600,0"
4960,"22,4","30,8","600,0"
4961,"22,4","32,1","600,0"
4962,"22,4","31,5","600,0"
4963,"22,4","30,1","600,0"
4964,"22,5","28,5","600,0"
4965,"22,5","26,8","600,0"
4966,"22,5","25,7","600,0"
4967,"22,5","24,5","600,0"
4968,"22,5","22,9","600,0"
4969,"22,5","21,8","600,0"
4970,"22,6","21,1","600,0"
4971,"22,6","20,5","600,0"
4972,"22,6","19,8","600,0"
4973,"22,6","19,4","600,0"
4974,"22,6","20,1","600,0"
4975,"22,7","21,9","600,0"
4976,"22,7","24,2","600,0"
4977,"22,7","26,5","600,0"
4978,"22,7","29,2","600,0"
4979,"22,7","29,7","600,0"
4980,"22,8","30,6","600,0"
4981,"22,8","31,3","600,0"
4982,"22,8","31,1","600,0"
4983,"22,8","32,9","600,0"
4984,"22,8","30,3","600,0"
4985,"22,8","31,6","600,0"
4986,"22,9","29,6","600,0"
4987,"22,9",29,"600,0"
4988,"22,9","28,1","600,0"
4989,"22,9","27,2","600,0"
4990,"22,9","24,5","600,0"
4991,"22,9","23,1","600,0"
4992,"22,9","22,3","600,0"
4993,"22,9","20,6","600,0"
4994,"23,0","19,8","600,0"
4995,"23,0","18,9","600,0"
4996,"23,0","18,2","600,0"
4997,"23,0","17,3","600,0"
4998,"23,0","18,3","600,0"
4999,"23,0","19,3","600,0"
5000,"23,1","22,8","600,0"
5001,"23,1","25,3","600,0"
5002,"23,1","26,5","600,0"
5003,"23,1","28,7","600,0"
5004,"23,1","29,6","600,0"
5005,"23,1","30,7","600,0"
5006,"23,2","30,5","600,0"
5007,"23,2","30,5","600,0"
5008,"23,2","31,4","600,0"
5009,"23,2","29,1","600,0"
5010,"23,2","25,9","600,0"
