Zeit,Bodentemp,Lufttemp,Lastgang
1,"5,5","9,7","8.490,9"
2,"5,6","10,1","8.596,7"
3,"5,6","9,5","8.649,7"
4,"5,6","8,9","8.861,4"
5,"5,6","8,2","8.940,8"
6,"5,6","8,3","8.993,7"
7,"5,6","7,5","9.020,2"
8,"5,6","6,9","9.046,7"
9,"5,7","6,8","9.073,1"
10,"5,7","6,7","8.490,9"
11,"5,7","7,5","7.485,1"
12,"5,7","7,9","6.585,2"
13,"5,7","7,4","5.897,1"
14,"5,7","7,9","5.526,5"
15,"5,7","7,9","5.447,1"
16,"5,7",7,"5.764,7"
17,"5,8","6,1","6.638,1"
18,"5,8","5,8","7.114,6"
19,"5,8","5,5","7.352,8"
20,"5,8","6,1","7.511,6"
21,"5,8","5,9","7.696,8"
22,"5,8","6,4","7.855,6"
23,"5,8",6,"8.067,4"
24,"5,8","5,6","8.252,7"
25,"5,8","5,6","8.332,1"
26,"5,9","5,9","8.279,1"
27,"5,9","5,4","7.988,0"
28,"5,9","4,7","8.279,1"
29,"5,9","4,6","8.067,4"
30,"5,9","4,9","8.490,9"
31,"5,9",5,"8.490,9"
32,"5,9","4,6","8.570,3"
33,"5,9","4,2","8.702,6"
34,"5,9","4,7","8.093,8"
35,"5,9",5,"7.088,1"
36,"5,9","5,1","6.744,0"
37,"5,9","5,5","6.611,7"
38,"5,9","6,2","6.558,7"
39,"6,0","6,1","6.426,4"
40,"6,0","5,4","6.558,7"
41,"6,0","5,2","6.611,7"
42,"6,0","4,4","6.691,1"
43,"6,0","4,2","6.691,1"
44,"6,0","4,2","6.717,5"
45,"6,0","3,6","6.717,5"
46,"6,0","4,1","6.744,0"
47,"6,0","4,1","6.770,5"
48,"6,0","3,9","6.902,8"
49,"6,0","4,1","7.008,7"
50,"6,0","4,4","6.955,7"
51,"6,0","4,1","6.982,2"
52,"6,0","4,7","7.061,6"
53,"6,0",5,"7.088,1"
54,"6,0","6,5","7.114,6"
55,"6,0","8,2","7.114,6"
56,"6,0","8,8","7.141,0"
57,"6,0","6,3","7.167,5"
58,"6,0","6,6","7.114,6"
59,"6,0","7,4","6.876,3"
60,"6,0","7,9","6.664,6"
61,"6,0","4,2","6.505,8"
62,"6,0","7,7","6.426,4"
63,"6,0",8,"6.452,9"
64,"6,0",8,"6.823,4"
65,"6,0","7,4","7.352,8"
66,"6,0","7,3","7.643,9"
67,"6,0","7,2","7.855,6"
68,"6,0",7,"7.643,9"
69,"6,0",7,"7.485,1"
70,"6,0","7,2","7.273,4"
71,"6,0","7,3","7.246,9"
72,"6,0","6,6","7.273,4"
73,"6,0",7,"7.246,9"
74,"6,0","6,9","7.114,6"
75,"6,0","6,7","6.929,3"
76,"6,1","6,6","6.558,7"
77,"6,1","6,4","6.399,9"
78,"6,1","4,8","6.267,6"
79,"6,1","5,4","6.241,1"
80,"6,1","5,4","6.347,0"
81,"6,1",5,"6.161,7"
82,"6,1","5,2","6.002,9"
83,"6,1","5,8","5.897,1"
84,"6,1","5,5","5.844,1"
85,"6,1","5,6","6.055,9"
86,"6,1","5,9","6.267,6"
87,"6,1","5,8","6.320,5"
88,"6,1",6,"6.294,1"
89,"6,1","6,3","6.452,9"
90,"6,1",7,"6.479,3"
91,"6,1","8,3","6.399,9"
92,"6,1","9,8","6.452,9"
93,"6,1","10,3","6.452,9"
94,"6,1",10,"6.399,9"
95,"6,1","9,8","6.585,2"
96,"6,1","9,1","6.664,6"
97,"6,1","8,7","6.611,7"
98,"6,1","8,1","6.585,2"
99,"6,1","7,2","6.585,2"
100,"6,1","6,9","6.638,1"
101,"6,1","6,5","7.088,1"
102,"6,1","7,4","7.246,9"
103,"6,1","7,8","7.379,2"
104,"6,1","8,2","7.299,8"
105,"6,1","8,3","7.379,2"
106,"6,1","8,8","7.485,1"
107,"6,1","8,7","7.432,2"
108,"6,1","9,6","7.379,2"
109,"6,1","10,1","7.326,3"
110,"6,1","10,1","7.379,2"
111,"6,1",9,"7.299,8"
112,"6,1","8,6","7.379,2"
113,"6,1","8,5","7.511,6"
114,"6,1","8,4","7.591,0"
115,"6,1",8,"7.749,8"
116,"6,1","7,8","7.749,8"
117,"6,1","7,5","7.802,7"
118,"6,1","7,8","7.829,2"
119,"6,1","7,8","7.988,0"
120,"6,1","7,8","8.093,8"
121,"6,1","7,8","8.252,7"
122,"6,1","7,9","8.570,3"
123,"6,1","7,6","8.623,2"
124,"6,2","7,2","8.702,6"
125,"6,2",7,"8.861,4"
126,"6,2","6,7","9.205,5"
127,"6,2","5,9","9.734,8"
128,"6,2","5,7","9.893,6"
129,"6,2","5,3","9.787,8"
130,"6,2","5,7","9.284,9"
131,"6,2","6,9","8.782,0"
132,"6,2","7,4","8.570,3"
133,"6,2",7,"8.729,1"
134,"6,2","6,9","8.596,7"
135,"6,2","7,3","8.596,7"
136,"6,2","7,3","8.755,5"
137,"6,2",7,"9.231,9"
138,"6,2","6,9","9.734,8"
139,"6,2","6,7","10.237,7"
140,"6,3","6,6","10.581,8"
141,"6,3","6,5","10.740,6"
142,"6,3","6,6","11.217,0"
143,"6,3","6,5","11.402,3"
144,"6,3","6,6","11.666,9"
145,"6,3","6,6","11.905,2"
146,"6,3","6,7","12.011,0"
147,"6,3","6,5","12.275,7"
148,"6,3","6,2","12.408,0"
149,"6,3","6,3","12.513,9"
150,"6,3","6,1","12.540,4"
151,"6,3","5,6","12.302,2"
152,"6,3","5,3","12.011,0"
153,"6,3","5,1","11.561,1"
154,"6,3",5,"11.031,7"
155,"6,3","5,2","9.946,6"
156,"6,3","5,3","9.549,6"
157,"6,4","5,4","9.179,0"
158,"6,4","5,2","8.914,3"
159,"6,4","4,8","8.782,0"
160,"6,4","4,5","8.702,6"
161,"6,4","4,3","8.755,5"
162,"6,4","3,9","8.808,5"
163,"6,4","3,6","8.649,7"
164,"6,4","3,6","8.464,4"
165,"6,4","3,7","8.437,9"
166,"6,4","3,7","8.490,9"
167,"6,4","3,8","8.517,3"
168,"6,4","3,8","8.464,4"
169,"6,4","3,8","8.332,1"
170,"6,4","3,9","8.305,6"
171,"6,4",4,"8.173,2"
172,"6,4","4,1","8.120,3"
173,"6,4","4,1","8.093,8"
174,"6,4",4,"8.040,9"
175,"6,4","3,9","7.988,0"
176,"6,4","3,8","7.882,1"
177,"6,4","3,9","7.776,2"
178,"6,4","4,2","7.591,0"
179,"6,4","4,7","7.299,8"
180,"6,4","5,3","6.902,8"
181,"6,4","6,1","6.770,5"
182,"6,4","6,5","6.770,5"
183,"6,4","6,6","6.770,5"
184,"6,4","5,7","6.849,9"
185,"6,4","5,4","6.876,3"
186,"6,4","5,1","6.982,2"
187,"6,4",5,"7.035,2"
188,"6,4","5,3","7.061,6"
189,"6,4","5,4","7.246,9"
190,"6,4","5,5","7.299,8"
191,"6,4","5,5","7.220,4"
192,"6,4","5,4","7.220,4"
193,"6,4","5,4","7.246,9"
194,"6,4","5,3","7.273,4"
195,"6,4","5,3","7.326,3"
196,"6,4","4,4","7.326,3"
197,"6,4","3,6","7.432,2"
198,"6,4","3,1","7.432,2"
199,"6,4","2,9","7.458,6"
200,"6,4","2,8","7.458,6"
201,"6,4","2,6","7.485,1"
202,"6,4","3,3","7.405,7"
203,"6,4",4,"7.246,9"
204,"6,4",4,"7.141,0"
205,"6,4","5,1","7.061,6"
206,"6,4","6,9","7.008,7"
207,"6,4","7,8","7.061,6"
208,"6,4","7,6","7.088,1"
209,"6,4","5,8","7.194,0"
210,"6,4","4,9","7.326,3"
211,"6,4","4,8","7.432,2"
212,"6,4","4,7","7.432,2"
213,"6,4","4,5","7.511,6"
214,"6,4","2,7","7.538,0"
215,"6,4","2,6","7.458,6"
216,"6,4","2,5","7.352,8"
217,"6,4","2,8","7.352,8"
218,"6,4","3,6","7.458,6"
219,"6,4","2,7","7.432,2"
220,"6,4",3,"7.485,1"
221,"6,4",3,"7.617,4"
222,"6,4","3,4","8.146,8"
223,"6,4","3,6","8.464,4"
224,"6,4","3,1","8.464,4"
225,"6,4","3,6","8.226,2"
226,"6,4","3,7","8.490,9"
227,"6,4","4,3","8.490,9"
228,"6,4","5,5","8.173,2"
229,"6,4","6,7","7.564,5"
230,"6,3","8,8","7.511,6"
231,"6,3","9,7","7.485,1"
232,"6,3","8,1","7.485,1"
233,"6,3","7,1","7.988,0"
234,"6,3","6,7","8.093,8"
235,"6,3","6,1","7.882,1"
236,"6,3","5,2","7.829,2"
237,"6,3","4,5","7.855,6"
238,"6,3","3,7","7.882,1"
239,"6,3","4,6","7.908,6"
240,"6,3",4,"7.935,0"
241,"6,3","3,6","7.935,0"
242,"6,3","3,6","7.882,1"
243,"6,3","3,6","7.882,1"
244,"6,3","3,6","7.855,6"
245,"6,3","3,1","7.776,2"
246,"6,3","2,7","7.749,8"
247,"6,3","2,6","7.776,2"
248,"6,3","2,2","7.802,7"
249,"6,3",2,"7.723,3"
250,"6,3","2,6","7.485,1"
251,"6,3","3,6","7.299,8"
252,"6,3",4,"7.061,6"
253,"6,3","4,3","6.876,3"
254,"6,3","4,8","6.691,1"
255,"6,3","5,2","6.505,8"
256,"6,3","4,7","6.611,7"
257,"6,3","3,7","6.744,0"
258,"6,3","3,3","6.691,1"
259,"6,3","3,3","6.717,5"
260,"6,3","3,5","6.664,6"
261,"6,3","3,4","6.055,9"
262,"6,3","3,6","5.658,8"
263,"6,3","3,5","5.632,4"
264,"6,3","3,4","5.711,8"
265,"6,3","3,4","5.923,5"
266,"6,3","3,5","6.161,7"
267,"6,3","3,5","6.161,7"
268,"6,3","3,5","5.950,0"
269,"6,3","3,5","6.082,3"
270,"6,3","3,5","6.002,9"
271,"6,3","3,6","6.029,4"
272,"6,3","3,4","6.055,9"
273,"6,3","3,5","6.214,7"
274,"6,2","3,8","6.188,2"
275,"6,2","4,1","5.817,6"
276,"6,2","4,3","5.129,5"
277,"6,2","4,5","4.997,2"
278,"6,2","4,7","5.050,1"
279,"6,2","4,5","5.208,9"
280,"6,2","4,3","5.764,7"
281,"6,2","4,3","5.870,6"
282,"6,2","4,2","5.976,5"
283,"6,2","4,2","6.082,3"
284,"6,2","4,2","6.161,7"
285,"6,2","3,9","6.214,7"
286,"6,2","3,3","6.294,1"
287,"6,2","2,8","6.373,5"
288,"6,2","2,8","6.347,0"
289,"6,2","2,9","6.267,6"
290,"6,2","2,6","6.320,5"
291,"6,2","2,7","6.373,5"
292,"6,2","2,8","6.029,4"
293,"6,2","2,7","5.579,4"
294,"6,2","2,6","5.738,2"
295,"6,2","2,5","5.632,4"
296,"6,2","2,6","5.658,8"
297,"6,2","2,7","5.711,8"
298,"6,2","3,2","5.791,2"
299,"6,2","3,6","5.844,1"
300,"6,2","3,9","5.897,1"
301,"6,2","4,4","5.950,0"
302,"6,2","4,5","6.002,9"
303,"6,2","4,2","6.108,8"
304,"6,2","3,8","6.214,7"
305,"6,2","3,4","6.347,0"
306,"6,2","3,2","6.664,6"
307,"6,2",3,"6.638,1"
308,"6,2","2,9","6.770,5"
309,"6,2","2,6","6.876,3"
310,"6,2","2,2","6.849,9"
311,"6,2","1,7","6.717,5"
312,"6,2","1,2","6.638,1"
313,"6,2","0,7","6.744,0"
314,"6,2","0,4","6.849,9"
315,"6,2","0,4","7.299,8"
316,"6,2","0,4","7.194,0"
317,"6,2","0,4","7.141,0"
318,"6,2","0,4","6.744,0"
319,"6,2","0,3","6.744,0"
320,"6,2","0,2","6.770,5"
321,"6,2","0,2","6.585,2"
322,"6,2","0,8","6.320,5"
323,"6,2","1,7","6.188,2"
324,"6,2","2,5","6.347,0"
325,"6,2","3,4","6.479,3"
326,"6,2","4,2","6.108,8"
327,"6,2","3,6","6.161,7"
328,"6,2","3,7","6.294,1"
329,"6,1","2,5","6.452,9"
330,"6,1","1,4","6.717,5"
331,"6,1","1,4","6.796,9"
332,"6,1","0,5","7.061,6"
333,"6,1",0,"7.008,7"
334,"6,1","-0,6","7.088,1"
335,"6,1","-1,3","6.955,7"
336,"6,1","-1,9","7.061,6"
337,"6,1","-2,2","7.141,0"
338,"6,1","-2,3","7.273,4"
339,"6,1","-2,6","7.088,1"
340,"6,1","-2,6","7.061,6"
341,"6,1","-2,2","7.167,5"
342,"6,1","-1,9","7.088,1"
343,"6,1","-1,7","7.008,7"
344,"6,1","-1,1","7.035,2"
345,"6,0","-0,5","7.088,1"
346,"6,0","0,1","7.114,6"
347,"6,0","0,9","7.035,2"
348,"6,0",2,"6.849,9"
349,"6,0","2,6","6.770,5"
350,"6,0","2,8","6.664,6"
351,"6,0","3,3","6.744,0"
352,"6,0","3,4","7.220,4"
353,"6,0","3,4","7.352,8"
354,"6,0","3,3","7.564,5"
355,"6,0","3,5","7.379,2"
356,"5,9","3,9","7.326,3"
357,"5,9","3,8","7.405,7"
358,"5,9",4,"7.591,0"
359,"5,9","3,9","7.696,8"
360,"5,9","4,3","7.591,0"
361,"5,9",5,"7.511,6"
362,"5,9","5,3","7.485,1"
363,"5,9","5,7","7.458,6"
364,"5,9","5,7","7.591,0"
365,"5,8","5,8","7.511,6"
366,"5,8","5,5","7.564,5"
367,"5,8","5,5","7.591,0"
368,"5,8","5,6","7.643,9"
369,"5,8",5,"7.670,4"
370,"5,8","5,7","7.432,2"
371,"5,8","6,3","7.405,7"
372,"5,8","6,6","7.352,8"
373,"5,8","5,4","7.194,0"
374,"5,7","6,2","7.220,4"
375,"5,7","5,9","7.326,3"
376,"5,7","5,8","7.352,8"
377,"5,7","5,6","7.458,6"
378,"5,7","5,5","7.511,6"
379,"5,7","5,3","7.617,4"
380,"5,7","5,4","7.723,3"
381,"5,7","5,2","7.696,8"
382,"5,7","4,3","7.670,4"
383,"5,7","3,5","7.723,3"
384,"5,7","3,4","7.802,7"
385,"5,7","2,6","7.882,1"
386,"5,7","2,6","7.855,6"
387,"5,7","2,5","8.014,4"
388,"5,7","1,4","7.935,0"
389,"5,7","1,9","7.802,7"
390,"5,7","2,3","7.776,2"
391,"5,7","2,6","7.829,2"
392,"5,7","2,5","7.961,5"
393,"5,7","0,3","8.014,4"
394,"5,7","0,7","7.988,0"
395,"5,7","1,2","7.882,1"
396,"5,7","2,4","7.776,2"
397,"5,7","3,2","7.643,9"
398,"5,7","2,8","7.511,6"
399,"5,7","1,8","7.511,6"
400,"5,7","0,9","7.617,4"
401,"5,7","1,9","7.670,4"
402,"5,7","1,8","7.749,8"
403,"5,7","2,3","7.961,5"
404,"5,7","2,6","8.014,4"
405,"5,7","2,9","8.067,4"
406,"5,7",3,"8.173,2"
407,"5,7","2,7","8.358,5"
408,"5,7","2,4","8.411,5"
409,"5,6","2,5","8.252,7"
410,"5,6","2,2","8.146,8"
411,"5,6","2,1","8.120,3"
412,"5,6","2,1","8.146,8"
413,"5,6","1,9","8.067,4"
414,"5,6","2,4","8.040,9"
415,"5,6",2,"8.040,9"
416,"5,6",2,"8.067,4"
417,"5,6","2,3","8.358,5"
418,"5,6","4,2","8.385,0"
419,"5,6","4,6","7.988,0"
420,"5,6","5,8","7.749,8"
421,"5,6","7,2","7.617,4"
422,"5,6","6,8","7.591,0"
423,"5,6","9,2","7.591,0"
424,"5,5","9,6","7.617,4"
425,"5,5","7,7","7.643,9"
426,"5,5","6,6","7.723,3"
427,"5,5","5,9","7.776,2"
428,"5,5","5,1","7.829,2"
429,"5,5","5,2","7.855,6"
430,"5,5",4,"7.882,1"
431,"5,5","3,7","7.908,6"
432,"5,5","4,2","7.935,0"
433,"5,5","3,5","7.961,5"
434,"5,5","2,9","8.358,5"
435,"5,5","2,4","8.596,7"
436,"5,5",2,"8.729,1"
437,"5,5",3,"8.861,4"
438,"5,4","3,3","8.940,8"
439,"5,4","2,9","9.020,2"
440,"5,4","2,5","8.993,7"
441,"5,4","2,9","8.967,3"
442,"5,4","1,7","8.808,5"
443,"5,4","2,9","8.623,2"
444,"5,4","3,4","8.464,4"
445,"5,4","4,2","8.358,5"
446,"5,4","4,5","8.226,2"
447,"5,4","5,1","7.988,0"
448,"5,4","4,3","8.093,8"
449,"5,4","3,1","8.570,3"
450,"5,4","2,2","8.967,3"
451,"5,4","0,7","9.284,9"
452,"5,4","1,4","9.761,3"
453,"5,4","1,3","9.946,6"
454,"5,4","1,2","10.264,2"
455,"5,4","0,9","10.423,0"
456,"5,4","0,9","10.661,2"
457,"5,4","0,7","10.740,6"
458,"5,4","0,7","10.290,6"
459,"5,4","1,4","9.920,1"
460,"5,4","1,3","9.734,8"
461,"5,4","0,5","9.629,0"
462,"5,4","1,1","9.549,6"
463,"5,4","0,9","9.470,2"
464,"5,4","0,7","9.390,7"
465,"5,4","0,8","9.364,3"
466,"5,4","1,3","9.258,4"
467,"5,4","1,8","9.099,6"
468,"5,4","2,8","8.940,8"
469,"5,3","3,1","8.755,5"
470,"5,3","2,7","8.120,3"
471,"5,3","2,6","7.961,5"
472,"5,3","2,4","8.120,3"
473,"5,3","1,8","8.649,7"
474,"5,3",1,"9.020,2"
475,"5,3","0,9","9.390,7"
476,"5,3","0,4","9.814,2"
477,"5,3","0,2","10.078,9"
478,"5,3","0,2","10.264,2"
479,"5,3","0,3","10.528,8"
480,"5,3","0,5","10.475,9"
481,"5,3","0,5","10.317,1"
482,"5,3","0,6","10.343,6"
483,"5,3","0,8","10.317,1"
484,"5,3","1,1","10.290,6"
485,"5,3","1,2","10.184,8"
486,"5,3","1,1","10.026,0"
487,"5,2","1,3","9.867,2"
488,"5,2","1,5","9.761,3"
489,"5,2","1,1","9.655,4"
490,"5,2","1,6","9.549,6"
491,"5,2","2,1","9.390,7"
492,"5,2","2,5","9.179,0"
493,"5,2","3,4","8.967,3"
494,"5,2","4,1","8.834,9"
495,"5,2","3,3","8.649,7"
496,"5,2","2,9","8.596,7"
497,"5,2","2,5","8.993,7"
498,"5,2",2,"9.443,7"
499,"5,2","1,8","9.893,6"
500,"5,2","1,7","10.105,4"
501,"5,2","1,4","10.423,0"
502,"5,2","0,5","10.661,2"
503,"5,2","-0,1","10.502,4"
504,"5,1","-0,4","10.343,6"
505,"5,1","-0,2","9.973,0"
506,"5,1","-0,1","9.761,3"
507,"5,1",0,"9.734,8"
508,"5,1","-0,4","9.867,2"
509,"5,1","-0,4","9.920,1"
510,"5,1","-0,4","9.999,5"
511,"5,1","-0,3","10.078,9"
512,"5,1","-0,2","10.131,8"
513,"5,1","0,1","10.078,9"
514,"5,1","0,4","10.052,4"
515,"5,1","0,8","9.576,0"
516,"5,1","1,3","9.231,9"
517,"5,1","1,8","8.887,9"
518,"5,1","2,3","8.702,6"
519,"5,1",3,"8.490,9"
520,"5,1","3,3","8.385,0"
521,"5,1","3,3","8.782,0"
522,"5,1","3,3","9.205,5"
523,"5,1","3,4","9.602,5"
524,"5,1","3,7","9.999,5"
525,"5,1","4,2","10.211,2"
526,"5,1","4,5","10.475,9"
527,"5,1","4,6","10.687,7"
528,"5,1","4,7","10.872,9"
529,"5,1","4,8","10.925,9"
530,"5,1","4,8","10.661,2"
531,"5,1","4,9","10.925,9"
532,"5,0","5,1","11.217,0"
533,"5,0","4,9","11.164,1"
534,"5,0","4,8","11.005,3"
535,"5,0",5,"10.872,9"
536,"5,0","4,9","10.661,2"
537,"5,0","5,3","10.370,0"
538,"5,0","5,1","10.158,3"
539,"5,0","5,4","9.761,3"
540,"5,0","6,8","9.258,4"
541,"5,0",7,"8.755,5"
542,"5,0","7,1","8.543,8"
543,"5,0",7,"8.199,7"
544,"5,0","7,2","8.173,2"
545,"5,0","6,7","8.543,8"
546,"5,0","6,6","8.993,7"
547,"5,0","6,5","9.576,0"
548,"5,0","5,3","9.867,2"
549,"5,0","4,9","10.211,2"
550,"5,0",5,"10.423,0"
551,"5,0","5,9","10.528,8"
552,"5,0","6,3","10.475,9"
553,"5,0","6,3","10.264,2"
554,"5,0","6,4","10.078,9"
555,"5,0","6,8","10.290,6"
556,"5,0","6,8","10.475,9"
557,"5,0",7,"10.184,8"
558,"5,0","7,2","9.814,2"
559,"5,0","7,3","9.523,1"
560,"5,0","7,5","9.364,3"
561,"5,1","7,6","9.205,5"
562,"5,1","8,7","8.940,8"
563,"5,1","9,5","8.755,5"
564,"5,1","11,1","8.623,2"
565,"5,1","10,9","8.570,3"
566,"5,1","11,5","8.517,3"
567,"5,1","11,1","8.517,3"
568,"5,1","11,2","8.543,8"
569,"5,1","10,4","8.570,3"
570,"5,1","9,2","8.570,3"
571,"5,1","8,2","8.570,3"
572,"5,1","7,6","8.623,2"
573,"5,1",7,"8.676,1"
574,"5,1","7,2","8.702,6"
575,"5,1","6,9","8.729,1"
576,"5,2","6,8","8.702,6"
577,"5,2",6,"8.782,0"
578,"5,2","5,3","8.887,9"
579,"5,2","5,9","8.940,8"
580,"5,2","6,9","8.993,7"
581,"5,2",9,"8.940,8"
582,"5,2","9,3","8.967,3"
583,"5,2","9,9","8.940,8"
584,"5,2","9,7","8.887,9"
585,"5,3","9,8","8.861,4"
586,"5,3","9,3","8.782,0"
587,"5,3","10,2","8.676,1"
588,"5,3",11,"8.596,7"
589,"5,3","11,5","8.411,5"
590,"5,3",11,"8.279,1"
591,"5,3","10,7","8.120,3"
592,"5,3","10,7","8.093,8"
593,"5,3","9,7","8.173,2"
594,"5,4","8,9","8.173,2"
595,"5,4","8,7","8.146,8"
596,"5,4","8,1","8.120,3"
597,"5,4","7,7","8.093,8"
598,"5,4","7,4","8.093,8"
599,"5,4","7,5","8.252,7"
600,"5,4","7,4","8.437,9"
601,"5,4","7,2","8.570,3"
602,"5,4","6,9","8.623,2"
603,"5,4","8,1","8.676,1"
604,"5,5","8,6","8.755,5"
605,"5,5","8,1","8.808,5"
606,"5,5","7,7","8.887,9"
607,"5,5","7,5","8.914,3"
608,"5,5","7,1","9.020,2"
609,"5,5",7,"8.967,3"
610,"5,5","6,8","8.755,5"
611,"5,5","7,2","8.332,1"
612,"5,5","7,5","7.961,5"
613,"5,6","8,2","7.591,0"
614,"5,6","8,3","7.220,4"
615,"5,6","8,4","7.035,2"
616,"5,6","7,7","7.088,1"
617,"5,6","7,2","7.352,8"
618,"5,6","6,9","7.961,5"
619,"5,6","6,2","8.411,5"
620,"5,6",6,"8.861,4"
621,"5,6",6,"9.311,3"
622,"5,6",6,"9.470,2"
623,"5,7","5,9","9.840,7"
624,"5,7","5,7","9.973,0"
625,"5,7","5,4","10.184,8"
626,"5,7","5,1","10.317,1"
627,"5,7","4,9","10.502,4"
628,"5,7","4,4","10.740,6"
629,"5,7","4,3","10.793,5"
630,"5,7","3,9","10.714,1"
631,"5,7","3,5","10.581,8"
632,"5,8","2,9","10.555,3"
633,"5,8","2,8","10.608,2"
634,"5,8","3,2","9.946,6"
635,"5,8","3,1","8.755,5"
636,"5,8","3,3","7.988,0"
637,"5,8","3,4","7.591,0"
638,"5,8","3,6","6.955,7"
639,"5,8","3,9","6.505,8"
640,"5,8","3,8","6.505,8"
641,"5,8","4,1","7.167,5"
642,"5,8","4,2","7.723,3"
643,"5,9","4,4","8.199,7"
644,"5,9",4,"8.596,7"
645,"5,9","3,8","8.993,7"
646,"5,9",4,"9.258,4"
647,"5,9","4,1","9.496,6"
648,"5,9","4,7","9.814,2"
649,"5,9",5,"9.920,1"
650,"5,9","5,7","10.131,8"
651,"5,9",6,"10.290,6"
652,"5,9","6,2","10.396,5"
653,"5,9",6,"10.581,8"
654,"5,9","6,2","10.767,1"
655,"5,9","6,5","10.767,1"
656,"5,9","5,9","10.820,0"
657,"5,9","5,8","10.449,4"
658,"5,9",6,"9.655,4"
659,"5,9",6,"8.861,4"
660,"5,9",6,"8.199,7"
661,"5,9","6,4","7.617,4"
662,"5,9","6,7","7.141,0"
663,"5,9","6,7","6.717,5"
664,"5,9","6,9","6.691,1"
665,"5,9",7,"7.246,9"
666,"6,0","6,7","7.776,2"
667,"6,0","6,9","8.173,2"
668,"6,0",7,"8.464,4"
669,"6,0","7,2","8.729,1"
670,"6,0","7,2","9.046,7"
671,"6,0","7,2","9.231,9"
672,"6,0","7,2","9.470,2"
673,"6,0","7,4","9.681,9"
674,"6,0","7,5","9.787,8"
675,"6,0","7,3","9.946,6"
676,"6,0",7,"10.158,3"
677,"6,0","6,9","10.184,8"
678,"6,0","6,9","10.290,6"
679,"6,0",7,"10.396,5"
680,"6,0","7,4","10.423,0"
681,"6,0","7,3","10.211,2"
682,"6,0","7,6","9.417,2"
683,"6,0",8,"8.464,4"
684,"6,0","8,1","7.591,0"
685,"6,0","8,5","6.717,5"
686,"6,0","8,6","6.241,1"
687,"6,0","8,6","5.897,1"
688,"6,0","8,6","5.764,7"
689,"6,0","8,6","6.505,8"
690,"6,0","8,9","7.061,6"
691,"6,0","8,8","7.643,9"
692,"6,0","9,2","7.935,0"
693,"6,0","8,8","8.093,8"
694,"6,0","8,8","8.305,6"
695,"6,0","8,2","8.517,3"
696,"6,0","8,5","8.729,1"
697,"6,1",8,"8.887,9"
698,"6,1","7,5","9.073,1"
699,"6,1","6,7","9.205,5"
700,"6,1","5,3","9.364,3"
701,"6,1","4,6","9.417,2"
702,"6,1","3,6","9.496,6"
703,"6,1","3,5","9.708,4"
704,"6,1","1,9","9.734,8"
705,"6,1","2,2","9.496,6"
706,"6,1","4,3","8.729,1"
707,"6,1","5,7","7.723,3"
708,"6,1","6,8","6.638,1"
709,"6,1","7,2","6.267,6"
710,"6,1","7,6","5.870,6"
711,"6,1","7,7","5.897,1"
712,"6,1","8,6","5.870,6"
713,"6,1","7,5","6.135,3"
714,"6,1","6,1","6.267,6"
715,"6,2","5,1","6.399,9"
716,"6,2","4,2","6.399,9"
717,"6,2","3,7","6.426,4"
718,"6,2","2,3","6.347,0"
719,"6,2","2,6","6.055,9"
720,"6,2","2,8","5.870,6"
721,"6,2","2,8","5.791,2"
722,"6,2","4,2","5.685,3"
723,"6,2","4,2","5.658,8"
724,"6,2","4,4","5.738,2"
725,"6,2",5,"5.711,8"
726,"6,2","4,5","5.685,3"
727,"6,2","5,9","5.658,8"
728,"6,2","6,3","5.711,8"
729,"6,2","6,8","5.738,2"
730,"6,2","7,4","5.658,8"
731,"6,2","8,3","5.605,9"
732,"6,2","8,7","5.605,9"
733,"6,2","8,4","5.605,9"
734,"6,2","8,1","5.579,4"
735,"6,2","8,6","5.605,9"
736,"6,2","8,4","5.632,4"
737,"6,2","8,5","5.605,9"
738,"6,2","7,5","5.764,7"
739,"6,2","7,1","5.738,2"
740,"6,2","6,3","5.897,1"
741,"6,2","6,1","5.976,5"
742,"6,2","5,9","6.135,3"
743,"6,2","5,8","6.188,2"
744,"6,2","5,5","6.373,5"
745,"6,2","5,2","6.347,0"
746,"6,2","4,3","6.399,9"
747,"6,2",4,"6.452,9"
748,"6,2","3,6","6.452,9"
749,"6,2","3,3","6.452,9"
750,"6,2","3,1","6.452,9"
751,"6,2","2,8","6.479,3"
752,"6,2","2,4","6.479,3"
753,"6,2","2,3","6.452,9"
754,"6,2","2,4","6.399,9"
755,"6,2","3,2","6.320,5"
756,"6,2","3,5","6.214,7"
757,"6,2","3,6","6.135,3"
758,"6,2","4,7","6.002,9"
759,"6,2","3,8","6.029,4"
760,"6,2","2,7","6.002,9"
761,"6,2","3,1","6.161,7"
762,"6,2","2,5","6.188,2"
763,"6,2","2,4","6.241,1"
764,"6,2","2,1","6.188,2"
765,"6,2","2,2","6.241,1"
766,"6,2","1,6","6.294,1"
767,"6,2","1,5","6.347,0"
768,"6,2","1,2","6.373,5"
769,"6,2","0,7","6.373,5"
770,"6,2","0,2","6.399,9"
771,"6,2","0,1","6.294,1"
772,"6,2","-0,1","6.294,1"
773,"6,2","-0,6","6.347,0"
774,"6,2","-0,3","6.479,3"
775,"6,2","0,4","6.585,2"
776,"6,2","0,4","6.585,2"
777,"6,2",1,"6.611,7"
778,"6,2","1,6","6.452,9"
779,"6,2","1,9","5.685,3"
